animal sire dam
FM2010007398 FM2006013120 FM2006012963
FM2010007528 FM2006013121 FM2006012964
FM2010007532 FM2006013121 FM2006012964
FM2010007550 FM2006013121 FM2006012964
FM2010007556 FM2006013121 FM2006012964
FM2010007559 FM2006013121 FM2006012964
FM2010007588 FM2006013121 FM2006012964
FM2010007596 FM2006013121 FM2006012964
FM2010007600 FM2006013121 FM2006012964
FM2010007726 FM2006013121 FM2006012965
FM2010007730 FM2006013121 FM2006012965
FM2010007741 FM2006013121 FM2006012965
FM2010007745 FM2006013121 FM2006012965
FM2010007750 FM2006013121 FM2006012965
FM2010007771 FM2006013121 FM2006012965
FM2010007792 FM2006013121 FM2006012965
FM2010007798 FM2006013121 FM2006012965
FM2010007939 FM2006013121 FM2006012966
FM2010007942 FM2006013121 FM2006012966
FM2010007952 FM2006013121 FM2006012966
FM2010007960 FM2006013121 FM2006012966
FM2010007963 FM2006013121 FM2006012966
FM2010007977 FM2006013121 FM2006012966
FM2010007983 FM2006013121 FM2006012966
FM2010007999 FM2006013121 FM2006012966
FM2010008121 FM2006013121 FM2006012967
FM2010008154 FM2006013121 FM2006012967
FM2010008163 FM2006013121 FM2006012967
FM2010008165 FM2006013121 FM2006012967
FM2010008167 FM2006013121 FM2006012967
FM2010008176 FM2006013121 FM2006012967
FM2010008200 FM2006013121 FM2006012967
FM2010008322 FM2006013122 FM2006012969
FM2010008333 FM2006013122 FM2006012969
FM2010008336 FM2006013122 FM2006012969
FM2010008364 FM2006013122 FM2006012969
FM2010008365 FM2006013122 FM2006012969
FM2010008387 FM2006013122 FM2006012969
FM2010008390 FM2006013122 FM2006012969
FM2010008394 FM2006013122 FM2006012969
FM2010008527 FM2006013122 FM2006012971
FM2010008531 FM2006013122 FM2006012971
FM2010008550 FM2006013122 FM2006012971
FM2010008551 FM2006013122 FM2006012971
FM2010008571 FM2006013122 FM2006012971
FM2010008597 FM2006013122 FM2006012971
FM2010008598 FM2006013122 FM2006012971
FM2010008599 FM2006013122 FM2006012971
FM2010008738 FM2006013123 FM2006012974
FM2010008741 FM2006013123 FM2006012974
FM2010008744 FM2006013123 FM2006012974
FM2010008746 FM2006013123 FM2006012974
FM2010008762 FM2006013123 FM2006012974
FM2010008774 FM2006013123 FM2006012974
FM2010008779 FM2006013123 FM2006012974
FM2010008788 FM2006013123 FM2006012974
FM2010008931 FM2006013123 FM2006012976
FM2010008959 FM2006013123 FM2006012976
FM2010008964 FM2006013123 FM2006012976
FM2010008974 FM2006013123 FM2006012976
FM2010008978 FM2006013123 FM2006012976
FM2010008983 FM2006013123 FM2006012976
FM2010008988 FM2006013123 FM2006012976
FM2010008999 FM2006013123 FM2006012976
FM2010009141 FM2006013123 FM2006012977
FM2010009172 FM2006013123 FM2006012977
FM2010009178 FM2006013123 FM2006012977
FM2010009184 FM2006013123 FM2006012977
FM2010009186 FM2006013123 FM2006012977
FM2010009187 FM2006013123 FM2006012977
FM2010009188 FM2006013123 FM2006012977
FM2010009196 FM2006013123 FM2006012977
FM2010009326 FM2006013124 FM2006012979
FM2010009328 FM2006013124 FM2006012979
FM2010009332 FM2006013124 FM2006012979
FM2010009341 FM2006013124 FM2006012979
FM2010009348 FM2006013124 FM2006012979
FM2010009353 FM2006013124 FM2006012979
FM2010009354 FM2006013124 FM2006012979
FM2010009355 FM2006013124 FM2006012979
FM2010009528 FM2006013124 FM2006012980
FM2010009529 FM2006013124 FM2006012980
FM2010009559 FM2006013124 FM2006012980
FM2010009566 FM2006013124 FM2006012980
FM2010009573 FM2006013124 FM2006012980
FM2010009574 FM2006013124 FM2006012980
FM2010009588 FM2006013124 FM2006012980
FM2010009598 FM2006013124 FM2006012980
FM2010009724 FM2006013124 FM2006012982
FM2010009737 FM2006013124 FM2006012982
FM2010009739 FM2006013124 FM2006012982
FM2010009744 FM2006013124 FM2006012982
FM2010009760 FM2006013124 FM2006012982
FM2010009781 FM2006013124 FM2006012982
FM2010009782 FM2006013124 FM2006012982
FM2010009787 FM2006013124 FM2006012982
FM2010009925 FM2006013124 FM2006012983
FM2010009959 FM2006013124 FM2006012983
FM2010009964 FM2006013124 FM2006012983
FM2010009978 FM2006013124 FM2006012983
FM2010009992 FM2006013124 FM2006012983
FM2010009994 FM2006013124 FM2006012983
FM2010009996 FM2006013124 FM2006012983
FM2010009998 FM2006013124 FM2006012983
FM2010010128 FM2006013125 FM2006012985
FM2010010136 FM2006013125 FM2006012985
FM2010010157 FM2006013125 FM2006012985
FM2010010176 FM2006013125 FM2006012985
FM2010010178 FM2006013125 FM2006012985
FM2010010187 FM2006013125 FM2006012985
FM2010010192 FM2006013125 FM2006012985
FM2010010345 FM2006013125 FM2006012988
FM2010010363 FM2006013125 FM2006012988
FM2010010366 FM2006013125 FM2006012988
FM2010010368 FM2006013125 FM2006012988
FM2010010372 FM2006013125 FM2006012988
FM2010010379 FM2006013125 FM2006012988
FM2010010382 FM2006013125 FM2006012988
FM2010010387 FM2006013125 FM2006012988
FM2010010524 FM2006013126 FM2006012989
FM2010010529 FM2006013126 FM2006012989
FM2010010552 FM2006013126 FM2006012989
FM2010010553 FM2006013126 FM2006012989
FM2010010559 FM2006013126 FM2006012989
FM2010010562 FM2006013126 FM2006012989
FM2010010563 FM2006013126 FM2006012989
FM2010010588 FM2006013126 FM2006012989
FM2010010727 FM2006013126 FM2006012992
FM2010010739 FM2006013126 FM2006012992
FM2010010746 FM2006013126 FM2006012992
FM2010010749 FM2006013126 FM2006012992
FM2010010751 FM2006013126 FM2006012992
FM2010010772 FM2006013126 FM2006012992
FM2010010774 FM2006013126 FM2006012992
FM2010010786 FM2006013126 FM2006012992
FM2010010937 FM2006013127 FM2006012996
FM2010010944 FM2006013127 FM2006012996
FM2010010958 FM2006013127 FM2006012996
FM2010010960 FM2006013127 FM2006012996
FM2010010972 FM2006013127 FM2006012996
FM2010010976 FM2006013127 FM2006012996
FM2010010978 FM2006013127 FM2006012996
FM2010010993 FM2006013127 FM2006012996
FM2010011121 FM2006013127 FM2006012997
FM2010011140 FM2006013127 FM2006012997
FM2010011142 FM2006013127 FM2006012997
FM2010011152 FM2006013127 FM2006012997
FM2010011181 FM2006013127 FM2006012997
FM2010011185 FM2006013127 FM2006012997
FM2010011186 FM2006013127 FM2006012997
FM2010011190 FM2006013127 FM2006012997
FM2010011325 FM2006013127 FM2006012998
FM2010011329 FM2006013127 FM2006012998
FM2010011330 FM2006013127 FM2006012998
FM2010011339 FM2006013127 FM2006012998
FM2010011352 FM2006013127 FM2006012998
FM2010011366 FM2006013127 FM2006012998
FM2010011371 FM2006013127 FM2006012998
FM2010011383 FM2006013127 FM2006012998
FM2010011520 FM2006013127 FM2006013000
FM2010011536 FM2006013127 FM2006013000
FM2010011542 FM2006013127 FM2006013000
FM2010011543 FM2006013127 FM2006013000
FM2010011546 FM2006013127 FM2006013000
FM2010011562 FM2006013127 FM2006013000
FM2010011578 FM2006013127 FM2006013000
FM2010011581 FM2006013127 FM2006013000
FM2010011722 FM2006013113 FM2006012926
FM2010011749 FM2006013113 FM2006012926
FM2010011773 FM2006013113 FM2006012926
FM2010011776 FM2006013113 FM2006012926
FM2010011777 FM2006013113 FM2006012926
FM2010011782 FM2006013113 FM2006012926
FM2010011786 FM2006013113 FM2006012926
FM2010011797 FM2006013113 FM2006012926
FM2010011922 FM2006013128 FM2006013002
FM2010011938 FM2006013128 FM2006013002
FM2010011941 FM2006013128 FM2006013002
FM2010011946 FM2006013128 FM2006013002
FM2010011957 FM2006013128 FM2006013002
FM2010011962 FM2006013128 FM2006013002
FM2010011971 FM2006013128 FM2006013002
FM2010011990 FM2006013128 FM2006013002
FM2010012122 FM2006013128 FM2006013004
FM2010012123 FM2006013128 FM2006013004
FM2010012133 FM2006013128 FM2006013004
FM2010012156 FM2006013128 FM2006013004
FM2010012159 FM2006013128 FM2006013004
FM2010012166 FM2006013128 FM2006013004
FM2010012180 FM2006013128 FM2006013004
FM2010012199 FM2006013128 FM2006013004
FM2010012341 FM2006013130 FM2006013012
FM2010012362 FM2006013130 FM2006013012
FM2010012363 FM2006013130 FM2006013012
FM2010012371 FM2006013130 FM2006013012
FM2010012374 FM2006013130 FM2006013012
FM2010012378 FM2006013130 FM2006013012
FM2010012397 FM2006013130 FM2006013012
FM2010012398 FM2006013130 FM2006013012
FM2010012537 FM2006013130 FM2006013013
FM2010012539 FM2006013130 FM2006013013
FM2010012554 FM2006013130 FM2006013013
FM2010012570 FM2006013130 FM2006013013
FM2010012577 FM2006013130 FM2006013013
FM2010012594 FM2006013130 FM2006013013
FM2010012595 FM2006013130 FM2006013013
FM2010012723 FM2006013130 FM2006013014
FM2010012733 FM2006013130 FM2006013014
FM2010012740 FM2006013130 FM2006013014
FM2010012764 FM2006013130 FM2006013014
FM2010012771 FM2006013130 FM2006013014
FM2010012779 FM2006013130 FM2006013014
FM2010012784 FM2006013130 FM2006013014
FM2010012792 FM2006013130 FM2006013014
FM2010012923 FM2006013131 FM2006013017
FM2010012934 FM2006013131 FM2006013017
FM2010012935 FM2006013131 FM2006013017
FM2010012954 FM2006013131 FM2006013017
FM2010012981 FM2006013131 FM2006013017
FM2010012985 FM2006013131 FM2006013017
FM2010012989 FM2006013131 FM2006013017
FM2010012996 FM2006013131 FM2006013017
FM2010013140 FM2006013132 FM2006013021
FM2010013165 FM2006013132 FM2006013021
FM2010013171 FM2006013132 FM2006013021
FM2010013189 FM2006013132 FM2006013021
FM2010013191 FM2006013132 FM2006013021
FM2010013330 FM2006013133 FM2006013023
FM2010013344 FM2006013133 FM2006013023
FM2010013353 FM2006013133 FM2006013023
FM2010013354 FM2006013133 FM2006013023
FM2010013378 FM2006013133 FM2006013023
FM2010013526 FM2006013133 FM2006013024
FM2010013534 FM2006013133 FM2006013024
FM2010013548 FM2006013133 FM2006013024
FM2010013563 FM2006013133 FM2006013024
FM2010013564 FM2006013133 FM2006013024
FM2010013583 FM2006013133 FM2006013024
FM2010013585 FM2006013133 FM2006013024
FM2010013589 FM2006013133 FM2006013024
FM2010013751 FM2006013133 FM2006013025
FM2010013769 FM2006013133 FM2006013025
FM2010013772 FM2006013133 FM2006013025
FM2010013779 FM2006013133 FM2006013025
FM2010013925 FM2006013133 FM2006013026
FM2010013933 FM2006013133 FM2006013026
FM2010013949 FM2006013133 FM2006013026
FM2010013970 FM2006013133 FM2006013026
FM2010013978 FM2006013133 FM2006013026
FM2010013980 FM2006013133 FM2006013026
FM2010013981 FM2006013133 FM2006013026
FM2010013990 FM2006013133 FM2006013026
FM2010014132 FM2006013134 FM2006013027
FM2010014165 FM2006013134 FM2006013027
FM2010014172 FM2006013134 FM2006013027
FM2010014178 FM2006013134 FM2006013027
FM2010014347 FM2006013134 FM2006013029
FM2010014348 FM2006013134 FM2006013029
FM2010014353 FM2006013134 FM2006013029
FM2010014354 FM2006013134 FM2006013029
FM2010014363 FM2006013134 FM2006013029
FM2010014374 FM2006013134 FM2006013029
FM2010014375 FM2006013134 FM2006013029
FM2010014388 FM2006013134 FM2006013029
FM2010014522 FM2006013134 FM2006013030
FM2010014524 FM2006013134 FM2006013030
FM2010014527 FM2006013134 FM2006013030
FM2010014529 FM2006013134 FM2006013030
FM2010014538 FM2006013134 FM2006013030
FM2010014542 FM2006013134 FM2006013030
FM2010014561 FM2006013134 FM2006013030
FM2010014586 FM2006013134 FM2006013030
FM2010014734 FM2006013135 FM2006013031
FM2010014742 FM2006013135 FM2006013031
FM2010014757 FM2006013135 FM2006013031
FM2010014768 FM2006013135 FM2006013031
FM2010014782 FM2006013135 FM2006013031
FM2010014783 FM2006013135 FM2006013031
FM2010014785 FM2006013135 FM2006013031
FM2010014790 FM2006013135 FM2006013031
FM2010014928 FM2006013135 FM2006013032
FM2010014936 FM2006013135 FM2006013032
FM2010014939 FM2006013135 FM2006013032
FM2010014942 FM2006013135 FM2006013032
FM2010014957 FM2006013135 FM2006013032
FM2010014961 FM2006013135 FM2006013032
FM2010014969 FM2006013135 FM2006013032
FM2010014990 FM2006013135 FM2006013032
FM2010015131 FM2006013135 FM2006013033
FM2010015146 FM2006013135 FM2006013033
FM2010015147 FM2006013135 FM2006013033
FM2010015157 FM2006013135 FM2006013033
FM2010015172 FM2006013135 FM2006013033
FM2010015174 FM2006013135 FM2006013033
FM2010015178 FM2006013135 FM2006013033
FM2010015198 FM2006013135 FM2006013033
FM2010015321 FM2006013135 FM2006013034
FM2010015323 FM2006013135 FM2006013034
FM2010015324 FM2006013135 FM2006013034
FM2010015329 FM2006013135 FM2006013034
FM2010015335 FM2006013135 FM2006013034
FM2010015360 FM2006013135 FM2006013034
FM2010015377 FM2006013135 FM2006013034
FM2010015391 FM2006013135 FM2006013034
FM2010015522 FM2006013136 FM2006013035
FM2010015529 FM2006013136 FM2006013035
FM2010015532 FM2006013136 FM2006013035
FM2010015540 FM2006013136 FM2006013035
FM2010015571 FM2006013136 FM2006013035
FM2010015592 FM2006013136 FM2006013035
FM2010015775 FM2006013136 FM2006013036
FM2010015779 FM2006013136 FM2006013036
FM2010015786 FM2006013136 FM2006013036
FM2010015793 FM2006013136 FM2006013036
FM2010015797 FM2006013136 FM2006013036
FM2010015938 FM2006013136 FM2006013037
FM2010015957 FM2006013136 FM2006013037
FM2010015961 FM2006013136 FM2006013037
FM2010015976 FM2006013136 FM2006013037
FM2010015977 FM2006013136 FM2006013037
FM2010015982 FM2006013136 FM2006013037
FM2010015994 FM2006013136 FM2006013037
FM2010016119 FM2006013136 FM2006013038
FM2010016125 FM2006013136 FM2006013038
FM2010016136 FM2006013136 FM2006013038
FM2010016141 FM2006013136 FM2006013038
FM2010016161 FM2006013136 FM2006013038
FM2010016186 FM2006013136 FM2006013038
FM2010016188 FM2006013136 FM2006013038
FM2010016345 FM2006013131 FM2006013018
FM2010016352 FM2006013131 FM2006013018
FM2010016384 FM2006013131 FM2006013018
FM2010016522 FM2006013126 FM2006012994
FM2010016524 FM2006013126 FM2006012994
FM2010016528 FM2006013126 FM2006012994
FM2010016539 FM2006013126 FM2006012994
FM2010016543 FM2006013126 FM2006012994
FM2010016547 FM2006013126 FM2006012994
FM2010016562 FM2006013126 FM2006012994
FM2010016719 FM2006013137 FM2006013042
FM2010016723 FM2006013137 FM2006013042
FM2010016736 FM2006013137 FM2006013042
FM2010016755 FM2006013137 FM2006013042
FM2010016759 FM2006013137 FM2006013042
FM2010016764 FM2006013137 FM2006013042
FM2010016768 FM2006013137 FM2006013042
FM2010016797 FM2006013137 FM2006013042
FM2010016940 FM2006013138 FM2006013043
FM2010016942 FM2006013138 FM2006013043
FM2010016945 FM2006013138 FM2006013043
FM2010016956 FM2006013138 FM2006013043
FM2010016966 FM2006013138 FM2006013043
FM2010016970 FM2006013138 FM2006013043
FM2010016975 FM2006013138 FM2006013043
FM2010016996 FM2006013138 FM2006013043
FM2010017122 FM2006013138 FM2006013044
FM2010017131 FM2006013138 FM2006013044
FM2010017134 FM2006013138 FM2006013044
FM2010017135 FM2006013138 FM2006013044
FM2010017165 FM2006013138 FM2006013044
FM2010017169 FM2006013138 FM2006013044
FM2010017180 FM2006013138 FM2006013044
FM2010017196 FM2006013138 FM2006013044
FM2010017319 FM2006013138 FM2006013046
FM2010017321 FM2006013138 FM2006013046
FM2010017326 FM2006013138 FM2006013046
FM2010017332 FM2006013138 FM2006013046
FM2010017352 FM2006013138 FM2006013046
FM2010017386 FM2006013138 FM2006013046
FM2010017389 FM2006013138 FM2006013046
FM2010017394 FM2006013138 FM2006013046
FM2010017537 FM2006013139 FM2006013048
FM2010017539 FM2006013139 FM2006013048
FM2010017541 FM2006013139 FM2006013048
FM2010017547 FM2006013139 FM2006013048
FM2010017549 FM2006013139 FM2006013048
FM2010017558 FM2006013139 FM2006013048
FM2010017563 FM2006013139 FM2006013048
FM2010017583 FM2006013139 FM2006013048
FM2010017732 FM2006013139 FM2006013049
FM2010017745 FM2006013139 FM2006013049
FM2010017775 FM2006013139 FM2006013049
FM2010017785 FM2006013139 FM2006013049
FM2010017786 FM2006013139 FM2006013049
FM2010017797 FM2006013139 FM2006013049
FM2010017947 FM2006013139 FM2006013050
FM2010017948 FM2006013139 FM2006013050
FM2010017957 FM2006013139 FM2006013050
FM2010017958 FM2006013139 FM2006013050
FM2010017964 FM2006013139 FM2006013050
FM2010017983 FM2006013139 FM2006013050
FM2010017993 FM2006013139 FM2006013050
FM2010017997 FM2006013139 FM2006013050
FM2010018146 FM2006013140 FM2006013051
FM2010018151 FM2006013140 FM2006013051
FM2010018158 FM2006013140 FM2006013051
FM2010018165 FM2006013140 FM2006013051
FM2010018186 FM2006013140 FM2006013051
FM2010018193 FM2006013140 FM2006013051
FM2010018197 FM2006013140 FM2006013051
FM2010018320 FM2006013140 FM2006013053
FM2010018323 FM2006013140 FM2006013053
FM2010018326 FM2006013140 FM2006013053
FM2010018359 FM2006013140 FM2006013053
FM2010018378 FM2006013140 FM2006013053
FM2010018380 FM2006013140 FM2006013053
FM2010018396 FM2006013140 FM2006013053
FM2010018397 FM2006013140 FM2006013053
FM2010018542 FM2006013140 FM2006013054
FM2010018543 FM2006013140 FM2006013054
FM2010018550 FM2006013140 FM2006013054
FM2010018566 FM2006013140 FM2006013054
FM2010018580 FM2006013140 FM2006013054
FM2010018587 FM2006013140 FM2006013054
FM2010018596 FM2006013140 FM2006013054
FM2010018598 FM2006013140 FM2006013054
FM2010018728 FM2006013141 FM2006013057
FM2010018736 FM2006013141 FM2006013057
FM2010018755 FM2006013141 FM2006013057
FM2010018771 FM2006013141 FM2006013057
FM2010018778 FM2006013141 FM2006013057
FM2010018784 FM2006013141 FM2006013057
FM2010018786 FM2006013141 FM2006013057
FM2010018920 FM2006013146 FM2006013083
FM2010018927 FM2006013146 FM2006013083
FM2010018941 FM2006013146 FM2006013083
FM2010018956 FM2006013146 FM2006013083
FM2010018967 FM2006013146 FM2006013083
FM2010018973 FM2006013146 FM2006013083
FM2010018991 FM2006013146 FM2006013083
FM2010019127 FM2006013142 FM2006013059
FM2010019129 FM2006013142 FM2006013059
FM2010019159 FM2006013142 FM2006013059
FM2010019162 FM2006013142 FM2006013059
FM2010019172 FM2006013142 FM2006013059
FM2010019175 FM2006013142 FM2006013059
FM2010019177 FM2006013142 FM2006013059
FM2010019344 FM2006013137 FM2006013067
FM2010019349 FM2006013137 FM2006013067
FM2010019353 FM2006013137 FM2006013067
FM2010019356 FM2006013137 FM2006013067
FM2010019359 FM2006013137 FM2006013067
FM2010019368 FM2006013137 FM2006013067
FM2010019377 FM2006013137 FM2006013067
FM2010019395 FM2006013137 FM2006013067
FM2010019523 FM2006013137 FM2006013070
FM2010019528 FM2006013137 FM2006013070
FM2010019536 FM2006013137 FM2006013070
FM2010019560 FM2006013137 FM2006013070
FM2010019568 FM2006013137 FM2006013070
FM2010019594 FM2006013137 FM2006013070
FM2010019724 FM2006013144 FM2006013072
FM2010019758 FM2006013144 FM2006013072
FM2010019760 FM2006013144 FM2006013072
FM2010019761 FM2006013144 FM2006013072
FM2010019766 FM2006013144 FM2006013072
FM2010019780 FM2006013144 FM2006013072
FM2010019796 FM2006013144 FM2006013072
FM2010019797 FM2006013144 FM2006013072
FM2010019939 FM2006013144 FM2006013074
FM2010019962 FM2006013144 FM2006013074
FM2010019982 FM2006013144 FM2006013074
FM2010019995 FM2006013144 FM2006013074
FM2010019996 FM2006013144 FM2006013074
FM2010020123 FM2006013144 FM2006013075
FM2010020135 FM2006013144 FM2006013075
FM2010020137 FM2006013144 FM2006013075
FM2010020169 FM2006013144 FM2006013075
FM2010020176 FM2006013144 FM2006013075
FM2010020193 FM2006013144 FM2006013075
FM2010020197 FM2006013144 FM2006013075
FM2010020332 FM2006013145 FM2006013077
FM2010020348 FM2006013145 FM2006013077
FM2010020353 FM2006013145 FM2006013077
FM2010020391 FM2006013145 FM2006013077
FM2010020393 FM2006013145 FM2006013077
FM2010020395 FM2006013145 FM2006013077
FM2010020396 FM2006013145 FM2006013077
FM2010020398 FM2006013145 FM2006013077
FM2010020519 FM2006013145 FM2006013078
FM2010020521 FM2006013145 FM2006013078
FM2010020540 FM2006013145 FM2006013078
FM2010020547 FM2006013145 FM2006013078
FM2010020579 FM2006013145 FM2006013078
FM2010020598 FM2006013145 FM2006013078
FM2010020738 FM2006013145 FM2006013079
FM2010020744 FM2006013145 FM2006013079
FM2010020775 FM2006013145 FM2006013079
FM2010020776 FM2006013145 FM2006013079
FM2010020779 FM2006013145 FM2006013079
FM2010020782 FM2006013145 FM2006013079
FM2010020789 FM2006013145 FM2006013079
FM2010020919 FM2006013145 FM2006013080
FM2010020925 FM2006013145 FM2006013080
FM2010020928 FM2006013145 FM2006013080
FM2010020935 FM2006013145 FM2006013080
FM2010020939 FM2006013145 FM2006013080
FM2010020972 FM2006013145 FM2006013080
FM2010020980 FM2006013145 FM2006013080
FM2010021130 FM2006013146 FM2006013081
FM2010021137 FM2006013146 FM2006013081
FM2010021163 FM2006013146 FM2006013081
FM2010021181 FM2006013146 FM2006013081
FM2010021322 FM2006013147 FM2006013087
FM2010021330 FM2006013147 FM2006013087
FM2010021342 FM2006013147 FM2006013087
FM2010021344 FM2006013147 FM2006013087
FM2010021345 FM2006013147 FM2006013087
FM2010021361 FM2006013147 FM2006013087
FM2010021370 FM2006013147 FM2006013087
FM2010021372 FM2006013147 FM2006013087
FM2010021520 FM2006013147 FM2006013088
FM2010021523 FM2006013147 FM2006013088
FM2010021534 FM2006013147 FM2006013088
FM2010021536 FM2006013147 FM2006013088
FM2010021545 FM2006013147 FM2006013088
FM2010021547 FM2006013147 FM2006013088
FM2010021554 FM2006013147 FM2006013088
FM2010021585 FM2006013147 FM2006013088
FM2010021721 FM2006013148 FM2006013091
FM2010021734 FM2006013148 FM2006013091
FM2010021737 FM2006013148 FM2006013091
FM2010021748 FM2006013148 FM2006013091
FM2010021772 FM2006013148 FM2006013091
FM2010021777 FM2006013148 FM2006013091
FM2010021794 FM2006013148 FM2006013091
FM2010021795 FM2006013148 FM2006013091
FM2010021921 FM2006013148 FM2006013094
FM2010021929 FM2006013148 FM2006013094
FM2010021934 FM2006013148 FM2006013094
FM2010021978 FM2006013148 FM2006013094
FM2010021980 FM2006013148 FM2006013094
FM2010021988 FM2006013148 FM2006013094
FM2010022126 FM2006013148 FM2006013095
FM2010022139 FM2006013148 FM2006013095
FM2010022150 FM2006013148 FM2006013095
FM2010022164 FM2006013148 FM2006013095
FM2010022165 FM2006013148 FM2006013095
FM2010022183 FM2006013148 FM2006013095
FM2010022184 FM2006013148 FM2006013095
FM2010022189 FM2006013148 FM2006013095
FM2010022333 FM2006013149 FM2006013098
FM2010022342 FM2006013149 FM2006013098
FM2010022351 FM2006013149 FM2006013098
FM2010022355 FM2006013149 FM2006013098
FM2010022361 FM2006013149 FM2006013098
FM2010022371 FM2006013149 FM2006013098
FM2010022372 FM2006013149 FM2006013098
FM2010022392 FM2006013149 FM2006013098
FM2010022524 FM2006013149 FM2006013099
FM2010022529 FM2006013149 FM2006013099
FM2010022530 FM2006013149 FM2006013099
FM2010022548 FM2006013149 FM2006013099
FM2010022568 FM2006013149 FM2006013099
FM2010022574 FM2006013149 FM2006013099
FM2010022598 FM2006013149 FM2006013099
FM2010022727 FM2006013149 FM2006013100
FM2010022728 FM2006013149 FM2006013100
FM2010022738 FM2006013149 FM2006013100
FM2010022748 FM2006013149 FM2006013100
FM2010022757 FM2006013149 FM2006013100
FM2010022762 FM2006013149 FM2006013100
FM2010022768 FM2006013149 FM2006013100
FM2010022776 FM2006013149 FM2006013100
FM2010022920 FM2006013150 FM2006013103
FM2010022923 FM2006013150 FM2006013103
FM2010022927 FM2006013150 FM2006013103
FM2010022932 FM2006013150 FM2006013103
FM2010022939 FM2006013150 FM2006013103
FM2010022980 FM2006013150 FM2006013103
FM2010022986 FM2006013150 FM2006013103
FM2010023121 FM2006013150 FM2006013104
FM2010023129 FM2006013150 FM2006013104
FM2010023149 FM2006013150 FM2006013104
FM2010023166 FM2006013150 FM2006013104
FM2010023171 FM2006013150 FM2006013104
FM2010023173 FM2006013150 FM2006013104
FM2010023179 FM2006013150 FM2006013104
FM2010023184 FM2006013150 FM2006013104
FM2010023330 FM2006013150 FM2006013105
FM2010023338 FM2006013150 FM2006013105
FM2010023341 FM2006013150 FM2006013105
FM2010023345 FM2006013150 FM2006013105
FM2010023378 FM2006013150 FM2006013105
FM2010023379 FM2006013150 FM2006013105
FM2010023387 FM2006013150 FM2006013105
FM2010023391 FM2006013150 FM2006013105
FM2010023528 FM2006013108 FM2006013107
FM2010023538 FM2006013108 FM2006013107
FM2010023540 FM2006013108 FM2006013107
FM2010023541 FM2006013108 FM2006013107
FM2010023553 FM2006013108 FM2006013107
FM2010023559 FM2006013108 FM2006013107
FM2010023565 FM2006013108 FM2006013107
FM2010023585 FM2006013108 FM2006013107
FM2006013108 0 0
FM2006013109 0 0
FM2006013110 0 0
FM2006013111 0 0
FM2006013112 0 0
FM2006013113 0 0
FM2006013114 0 0
FM2006013116 0 0
FM2006013117 0 0
FM2006013118 0 0
FM2006013119 0 0
FM2006013120 0 0
FM2006013121 0 0
FM2006013122 0 0
FM2006013123 0 0
FM2006013124 0 0
FM2006013125 0 0
FM2006013126 0 0
FM2006013127 0 0
FM2006013128 0 0
FM2006013130 0 0
FM2006013131 0 0
FM2006013132 0 0
FM2006013133 0 0
FM2006013134 0 0
FM2006013135 0 0
FM2006013136 0 0
FM2006013137 0 0
FM2006013138 0 0
FM2006013139 0 0
FM2006013140 0 0
FM2006013141 0 0
FM2006013142 0 0
FM2006013144 0 0
FM2006013145 0 0
FM2006013146 0 0
FM2006013147 0 0
FM2006013148 0 0
FM2006013149 0 0
FM2006013150 0 0
FM2006012903 0 0
FM2006012904 0 0
FM2006012905 0 0
FM2006012906 0 0
FM2006012908 0 0
FM2006012909 0 0
FM2006012910 0 0
FM2006012912 0 0
FM2006012918 0 0
FM2006012919 0 0
FM2006012920 0 0
FM2006012923 0 0
FM2006012924 0 0
FM2006012925 0 0
FM2006012926 0 0
FM2006012927 0 0
FM2006012928 0 0
FM2006012930 0 0
FM2006012931 0 0
FM2006012932 0 0
FM2006012933 0 0
FM2006012939 0 0
FM2006012942 0 0
FM2006012943 0 0
FM2006012944 0 0
FM2006012945 0 0
FM2006012946 0 0
FM2006012947 0 0
FM2006012950 0 0
FM2006012951 0 0
FM2006012953 0 0
FM2006012954 0 0
FM2006012955 0 0
FM2006012957 0 0
FM2006012959 0 0
FM2006012961 0 0
FM2006012962 0 0
FM2006012963 0 0
FM2006012964 0 0
FM2006012965 0 0
FM2006012966 0 0
FM2006012967 0 0
FM2006012969 0 0
FM2006012971 0 0
FM2006012974 0 0
FM2006012976 0 0
FM2006012977 0 0
FM2006012979 0 0
FM2006012980 0 0
FM2006012982 0 0
FM2006012983 0 0
FM2006012985 0 0
FM2006012988 0 0
FM2006012989 0 0
FM2006012992 0 0
FM2006012994 0 0
FM2006012996 0 0
FM2006012997 0 0
FM2006012998 0 0
FM2006013000 0 0
FM2006013002 0 0
FM2006013004 0 0
FM2006013012 0 0
FM2006013013 0 0
FM2006013014 0 0
FM2006013017 0 0
FM2006013018 0 0
FM2006013021 0 0
FM2006013023 0 0
FM2006013024 0 0
FM2006013025 0 0
FM2006013026 0 0
FM2006013027 0 0
FM2006013029 0 0
FM2006013030 0 0
FM2006013031 0 0
FM2006013032 0 0
FM2006013033 0 0
FM2006013034 0 0
FM2006013035 0 0
FM2006013036 0 0
FM2006013037 0 0
FM2006013038 0 0
FM2006013042 0 0
FM2006013043 0 0
FM2006013044 0 0
FM2006013046 0 0
FM2006013048 0 0
FM2006013049 0 0
FM2006013050 0 0
FM2006013051 0 0
FM2006013053 0 0
FM2006013054 0 0
FM2006013057 0 0
FM2006013059 0 0
FM2006013067 0 0
